"","plot","period","effort","year","month","y_count","y_occ","newmoonnumber","ym","precip","airtemp","precip_lag1","precip_lag2","ndvi","season"
"296",20,13,49,1978,7,1,1,13,1978-07-01,NA,NA,NA,NA,NA,"summer"
"297",21,13,49,1978,7,0,0,13,1978-07-01,NA,NA,NA,NA,NA,"summer"
"298",22,13,49,1978,7,0,0,13,1978-07-01,NA,NA,NA,NA,NA,"summer"
"299",23,13,49,1978,7,0,0,13,1978-07-01,NA,NA,NA,NA,NA,"summer"
"300",1,14,49,1978,8,0,0,14,1978-08-01,NA,NA,NA,NA,NA,"summer"
"301",2,14,49,1978,8,2,1,14,1978-08-01,NA,NA,NA,NA,NA,"summer"
"302",3,14,49,1978,8,0,0,14,1978-08-01,NA,NA,NA,NA,NA,"summer"
"303",4,14,49,1978,8,2,1,14,1978-08-01,NA,NA,NA,NA,NA,"summer"
"304",5,14,49,1978,8,0,0,14,1978-08-01,NA,NA,NA,NA,NA,"summer"
"305",6,14,49,1978,8,2,1,14,1978-08-01,NA,NA,NA,NA,NA,"summer"
"306",7,14,49,1978,8,0,0,14,1978-08-01,NA,NA,NA,NA,NA,"summer"
"307",8,14,49,1978,8,1,1,14,1978-08-01,NA,NA,NA,NA,NA,"summer"
"308",9,14,49,1978,8,2,1,14,1978-08-01,NA,NA,NA,NA,NA,"summer"
"309",10,14,49,1978,8,0,0,14,1978-08-01,NA,NA,NA,NA,NA,"summer"
"310",11,14,49,1978,8,3,1,14,1978-08-01,NA,NA,NA,NA,NA,"summer"
"311",12,14,49,1978,8,3,1,14,1978-08-01,NA,NA,NA,NA,NA,"summer"
"312",13,14,49,1978,8,2,1,14,1978-08-01,NA,NA,NA,NA,NA,"summer"
"313",14,14,49,1978,8,2,1,14,1978-08-01,NA,NA,NA,NA,NA,"summer"
"314",15,14,49,1978,8,0,0,14,1978-08-01,NA,NA,NA,NA,NA,"summer"
"315",16,14,49,1978,8,2,1,14,1978-08-01,NA,NA,NA,NA,NA,"summer"
"316",17,14,49,1978,8,3,1,14,1978-08-01,NA,NA,NA,NA,NA,"summer"
"317",18,14,49,1978,8,4,1,14,1978-08-01,NA,NA,NA,NA,NA,"summer"
"318",19,14,49,1978,8,0,0,14,1978-08-01,NA,NA,NA,NA,NA,"summer"
"319",20,14,49,1978,8,1,1,14,1978-08-01,NA,NA,NA,NA,NA,"summer"
"320",21,14,49,1978,8,0,0,14,1978-08-01,NA,NA,NA,NA,NA,"summer"
"321",22,14,49,1978,8,1,1,14,1978-08-01,NA,NA,NA,NA,NA,"summer"
"322",23,14,49,1978,8,0,0,14,1978-08-01,NA,NA,NA,NA,NA,"summer"
"323",1,15,49,1978,9,0,0,15,1978-09-01,NA,NA,NA,NA,NA,"fall"
"324",2,15,49,1978,9,3,1,15,1978-09-01,NA,NA,NA,NA,NA,"fall"
"325",3,15,49,1978,9,1,1,15,1978-09-01,NA,NA,NA,NA,NA,"fall"
"326",4,15,49,1978,9,2,1,15,1978-09-01,NA,NA,NA,NA,NA,"fall"
"327",5,15,49,1978,9,3,1,15,1978-09-01,NA,NA,NA,NA,NA,"fall"
"328",6,15,49,1978,9,2,1,15,1978-09-01,NA,NA,NA,NA,NA,"fall"
"329",7,15,49,1978,9,0,0,15,1978-09-01,NA,NA,NA,NA,NA,"fall"
"330",8,15,49,1978,9,2,1,15,1978-09-01,NA,NA,NA,NA,NA,"fall"
"331",9,15,49,1978,9,2,1,15,1978-09-01,NA,NA,NA,NA,NA,"fall"
"332",10,15,49,1978,9,0,0,15,1978-09-01,NA,NA,NA,NA,NA,"fall"
"333",11,15,49,1978,9,4,1,15,1978-09-01,NA,NA,NA,NA,NA,"fall"
"334",12,15,49,1978,9,3,1,15,1978-09-01,NA,NA,NA,NA,NA,"fall"
"335",13,15,49,1978,9,2,1,15,1978-09-01,NA,NA,NA,NA,NA,"fall"
"336",14,15,49,1978,9,3,1,15,1978-09-01,NA,NA,NA,NA,NA,"fall"
"337",15,15,49,1978,9,0,0,15,1978-09-01,NA,NA,NA,NA,NA,"fall"
"338",16,15,49,1978,9,0,0,15,1978-09-01,NA,NA,NA,NA,NA,"fall"
"339",17,15,49,1978,9,4,1,15,1978-09-01,NA,NA,NA,NA,NA,"fall"
"340",18,15,49,1978,9,2,1,15,1978-09-01,NA,NA,NA,NA,NA,"fall"
"341",19,15,49,1978,9,0,0,15,1978-09-01,NA,NA,NA,NA,NA,"fall"
"342",20,15,49,1978,9,1,1,15,1978-09-01,NA,NA,NA,NA,NA,"fall"
"343",21,15,49,1978,9,0,0,15,1978-09-01,NA,NA,NA,NA,NA,"fall"
"344",22,15,49,1978,9,0,0,15,1978-09-01,NA,NA,NA,NA,NA,"fall"
"345",23,15,49,1978,9,0,0,15,1978-09-01,NA,NA,NA,NA,NA,"fall"
"346",1,16,49,1978,10,3,1,16,1978-10-01,NA,NA,NA,NA,NA,"fall"
"347",2,16,49,1978,10,2,1,16,1978-10-01,NA,NA,NA,NA,NA,"fall"
"348",3,16,49,1978,10,0,0,16,1978-10-01,NA,NA,NA,NA,NA,"fall"
"349",4,16,49,1978,10,1,1,16,1978-10-01,NA,NA,NA,NA,NA,"fall"
"350",5,16,49,1978,10,1,1,16,1978-10-01,NA,NA,NA,NA,NA,"fall"
"351",6,16,49,1978,10,2,1,16,1978-10-01,NA,NA,NA,NA,NA,"fall"
"352",7,16,49,1978,10,0,0,16,1978-10-01,NA,NA,NA,NA,NA,"fall"
"353",8,16,49,1978,10,1,1,16,1978-10-01,NA,NA,NA,NA,NA,"fall"
"354",9,16,49,1978,10,2,1,16,1978-10-01,NA,NA,NA,NA,NA,"fall"
"355",10,16,49,1978,10,0,0,16,1978-10-01,NA,NA,NA,NA,NA,"fall"
"356",11,16,49,1978,10,4,1,16,1978-10-01,NA,NA,NA,NA,NA,"fall"
"357",12,16,49,1978,10,2,1,16,1978-10-01,NA,NA,NA,NA,NA,"fall"
"358",13,16,49,1978,10,2,1,16,1978-10-01,NA,NA,NA,NA,NA,"fall"
"359",14,16,49,1978,10,2,1,16,1978-10-01,NA,NA,NA,NA,NA,"fall"
"360",15,16,49,1978,10,0,0,16,1978-10-01,NA,NA,NA,NA,NA,"fall"
"361",16,16,49,1978,10,0,0,16,1978-10-01,NA,NA,NA,NA,NA,"fall"
"362",17,16,49,1978,10,3,1,16,1978-10-01,NA,NA,NA,NA,NA,"fall"
"363",18,16,49,1978,10,1,1,16,1978-10-01,NA,NA,NA,NA,NA,"fall"
"364",19,16,49,1978,10,0,0,16,1978-10-01,NA,NA,NA,NA,NA,"fall"
"365",20,16,49,1978,10,2,1,16,1978-10-01,NA,NA,NA,NA,NA,"fall"
"366",21,16,49,1978,10,0,0,16,1978-10-01,NA,NA,NA,NA,NA,"fall"
"367",22,16,49,1978,10,0,0,16,1978-10-01,NA,NA,NA,NA,NA,"fall"
"368",23,16,49,1978,10,0,0,16,1978-10-01,NA,NA,NA,NA,NA,"fall"
"369",1,17,49,1978,11,2,1,17,1978-11-01,NA,NA,NA,NA,NA,"fall"
"370",2,17,49,1978,11,2,1,17,1978-11-01,NA,NA,NA,NA,NA,"fall"
"371",3,17,49,1978,11,0,0,17,1978-11-01,NA,NA,NA,NA,NA,"fall"
"372",4,17,49,1978,11,2,1,17,1978-11-01,NA,NA,NA,NA,NA,"fall"
"373",5,17,49,1978,11,0,0,17,1978-11-01,NA,NA,NA,NA,NA,"fall"
"374",6,17,49,1978,11,4,1,17,1978-11-01,NA,NA,NA,NA,NA,"fall"
"375",7,17,49,1978,11,0,0,17,1978-11-01,NA,NA,NA,NA,NA,"fall"
"376",8,17,49,1978,11,1,1,17,1978-11-01,NA,NA,NA,NA,NA,"fall"
"377",9,17,49,1978,11,4,1,17,1978-11-01,NA,NA,NA,NA,NA,"fall"
"378",10,17,49,1978,11,0,0,17,1978-11-01,NA,NA,NA,NA,NA,"fall"
"379",11,17,49,1978,11,3,1,17,1978-11-01,NA,NA,NA,NA,NA,"fall"
"380",12,17,49,1978,11,3,1,17,1978-11-01,NA,NA,NA,NA,NA,"fall"
"381",13,17,49,1978,11,3,1,17,1978-11-01,NA,NA,NA,NA,NA,"fall"
"382",14,17,49,1978,11,2,1,17,1978-11-01,NA,NA,NA,NA,NA,"fall"
"383",15,17,49,1978,11,0,0,17,1978-11-01,NA,NA,NA,NA,NA,"fall"
"384",16,17,49,1978,11,0,0,17,1978-11-01,NA,NA,NA,NA,NA,"fall"
"385",17,17,49,1978,11,2,1,17,1978-11-01,NA,NA,NA,NA,NA,"fall"
"386",18,17,49,1978,11,3,1,17,1978-11-01,NA,NA,NA,NA,NA,"fall"
"387",19,17,49,1978,11,0,0,17,1978-11-01,NA,NA,NA,NA,NA,"fall"
"388",20,17,49,1978,11,0,0,17,1978-11-01,NA,NA,NA,NA,NA,"fall"
"389",21,17,49,1978,11,0,0,17,1978-11-01,NA,NA,NA,NA,NA,"fall"
"390",22,17,49,1978,11,0,0,17,1978-11-01,NA,NA,NA,NA,NA,"fall"
"391",23,17,49,1978,11,0,0,17,1978-11-01,NA,NA,NA,NA,NA,"fall"
"392",1,18,49,1978,12,3,1,18,1978-12-01,NA,NA,NA,NA,NA,"winter"
"393",2,18,49,1978,12,5,1,18,1978-12-01,NA,NA,NA,NA,NA,"winter"
"394",3,18,49,1978,12,0,0,18,1978-12-01,NA,NA,NA,NA,NA,"winter"
"395",4,18,49,1978,12,0,0,18,1978-12-01,NA,NA,NA,NA,NA,"winter"
"396",5,18,49,1978,12,1,1,18,1978-12-01,NA,NA,NA,NA,NA,"winter"
"397",6,18,49,1978,12,1,1,18,1978-12-01,NA,NA,NA,NA,NA,"winter"
"398",7,18,49,1978,12,0,0,18,1978-12-01,NA,NA,NA,NA,NA,"winter"
"399",8,18,49,1978,12,0,0,18,1978-12-01,NA,NA,NA,NA,NA,"winter"
"400",9,18,49,1978,12,2,1,18,1978-12-01,NA,NA,NA,NA,NA,"winter"
"401",10,18,49,1978,12,0,0,18,1978-12-01,NA,NA,NA,NA,NA,"winter"
"402",11,18,49,1978,12,4,1,18,1978-12-01,NA,NA,NA,NA,NA,"winter"
"403",12,18,49,1978,12,1,1,18,1978-12-01,NA,NA,NA,NA,NA,"winter"
"404",13,18,49,1978,12,2,1,18,1978-12-01,NA,NA,NA,NA,NA,"winter"
"405",14,18,49,1978,12,1,1,18,1978-12-01,NA,NA,NA,NA,NA,"winter"
"406",15,18,49,1978,12,0,0,18,1978-12-01,NA,NA,NA,NA,NA,"winter"
"407",16,18,49,1978,12,1,1,18,1978-12-01,NA,NA,NA,NA,NA,"winter"
"408",17,18,49,1978,12,1,1,18,1978-12-01,NA,NA,NA,NA,NA,"winter"
"409",18,18,49,1978,12,2,1,18,1978-12-01,NA,NA,NA,NA,NA,"winter"
"410",19,18,49,1978,12,0,0,18,1978-12-01,NA,NA,NA,NA,NA,"winter"
"411",20,18,49,1978,12,0,0,18,1978-12-01,NA,NA,NA,NA,NA,"winter"
"412",21,18,49,1978,12,0,0,18,1978-12-01,NA,NA,NA,NA,NA,"winter"
"413",22,18,49,1978,12,2,1,18,1978-12-01,NA,NA,NA,NA,NA,"winter"
"414",23,18,49,1978,12,0,0,18,1978-12-01,NA,NA,NA,NA,NA,"winter"
"415",1,19,49,1979,1,0,0,20,1979-01-01,NA,NA,NA,NA,NA,"winter"
"416",2,19,49,1979,1,2,1,20,1979-01-01,NA,NA,NA,NA,NA,"winter"
"417",3,19,49,1979,1,0,0,20,1979-01-01,NA,NA,NA,NA,NA,"winter"
"418",4,19,49,1979,1,3,1,20,1979-01-01,NA,NA,NA,NA,NA,"winter"
"419",5,19,49,1979,1,0,0,20,1979-01-01,NA,NA,NA,NA,NA,"winter"
"420",6,19,49,1979,1,8,1,20,1979-01-01,NA,NA,NA,NA,NA,"winter"
"421",7,19,49,1979,1,0,0,20,1979-01-01,NA,NA,NA,NA,NA,"winter"
"422",8,19,49,1979,1,0,0,20,1979-01-01,NA,NA,NA,NA,NA,"winter"
"423",9,19,49,1979,1,2,1,20,1979-01-01,NA,NA,NA,NA,NA,"winter"
"424",10,19,49,1979,1,0,0,20,1979-01-01,NA,NA,NA,NA,NA,"winter"
"425",11,19,49,1979,1,3,1,20,1979-01-01,NA,NA,NA,NA,NA,"winter"
"426",12,19,49,1979,1,1,1,20,1979-01-01,NA,NA,NA,NA,NA,"winter"
"427",13,19,49,1979,1,1,1,20,1979-01-01,NA,NA,NA,NA,NA,"winter"
"428",14,19,49,1979,1,1,1,20,1979-01-01,NA,NA,NA,NA,NA,"winter"
"429",15,19,49,1979,1,0,0,20,1979-01-01,NA,NA,NA,NA,NA,"winter"
"430",16,19,49,1979,1,2,1,20,1979-01-01,NA,NA,NA,NA,NA,"winter"
"431",17,19,49,1979,1,2,1,20,1979-01-01,NA,NA,NA,NA,NA,"winter"
"432",18,19,49,1979,1,9,1,20,1979-01-01,NA,NA,NA,NA,NA,"winter"
"433",19,19,49,1979,1,0,0,20,1979-01-01,NA,NA,NA,NA,NA,"winter"
"434",20,19,49,1979,1,0,0,20,1979-01-01,NA,NA,NA,NA,NA,"winter"
"435",21,19,49,1979,1,0,0,20,1979-01-01,NA,NA,NA,NA,NA,"winter"
"436",22,19,49,1979,1,3,1,20,1979-01-01,NA,NA,NA,NA,NA,"winter"
"437",23,19,49,1979,1,0,0,20,1979-01-01,NA,NA,NA,NA,NA,"winter"
"438",1,20,49,1979,2,2,1,21,1979-02-01,NA,NA,NA,NA,NA,"winter"
"439",2,20,49,1979,2,2,1,21,1979-02-01,NA,NA,NA,NA,NA,"winter"
"440",3,20,49,1979,2,0,0,21,1979-02-01,NA,NA,NA,NA,NA,"winter"
"441",4,20,49,1979,2,2,1,21,1979-02-01,NA,NA,NA,NA,NA,"winter"
"442",5,20,49,1979,2,0,0,21,1979-02-01,NA,NA,NA,NA,NA,"winter"
"443",6,20,49,1979,2,0,0,21,1979-02-01,NA,NA,NA,NA,NA,"winter"
"444",7,20,49,1979,2,0,0,21,1979-02-01,NA,NA,NA,NA,NA,"winter"
"445",8,20,49,1979,2,1,1,21,1979-02-01,NA,NA,NA,NA,NA,"winter"
"446",9,20,49,1979,2,0,0,21,1979-02-01,NA,NA,NA,NA,NA,"winter"
"447",10,20,49,1979,2,0,0,21,1979-02-01,NA,NA,NA,NA,NA,"winter"
"448",11,20,49,1979,2,2,1,21,1979-02-01,NA,NA,NA,NA,NA,"winter"
"449",12,20,49,1979,2,1,1,21,1979-02-01,NA,NA,NA,NA,NA,"winter"
"450",13,20,49,1979,2,1,1,21,1979-02-01,NA,NA,NA,NA,NA,"winter"
"451",14,20,49,1979,2,2,1,21,1979-02-01,NA,NA,NA,NA,NA,"winter"
"452",15,20,49,1979,2,0,0,21,1979-02-01,NA,NA,NA,NA,NA,"winter"
"453",16,20,49,1979,2,1,1,21,1979-02-01,NA,NA,NA,NA,NA,"winter"
"454",17,20,49,1979,2,0,0,21,1979-02-01,NA,NA,NA,NA,NA,"winter"
"455",18,20,49,1979,2,0,0,21,1979-02-01,NA,NA,NA,NA,NA,"winter"
"456",19,20,49,1979,2,0,0,21,1979-02-01,NA,NA,NA,NA,NA,"winter"
"457",20,20,49,1979,2,0,0,21,1979-02-01,NA,NA,NA,NA,NA,"winter"
"458",21,20,49,1979,2,0,0,21,1979-02-01,NA,NA,NA,NA,NA,"winter"
"459",22,20,49,1979,2,5,1,21,1979-02-01,NA,NA,NA,NA,NA,"winter"
"460",23,20,49,1979,2,0,0,21,1979-02-01,NA,NA,NA,NA,NA,"winter"
"461",1,21,49,1979,3,0,0,22,1979-03-01,NA,NA,NA,NA,NA,"spring"
"462",2,21,49,1979,3,3,1,22,1979-03-01,NA,NA,NA,NA,NA,"spring"
"463",3,21,49,1979,3,0,0,22,1979-03-01,NA,NA,NA,NA,NA,"spring"
"464",4,21,49,1979,3,2,1,22,1979-03-01,NA,NA,NA,NA,NA,"spring"
"465",5,21,49,1979,3,1,1,22,1979-03-01,NA,NA,NA,NA,NA,"spring"
"466",6,21,49,1979,3,1,1,22,1979-03-01,NA,NA,NA,NA,NA,"spring"
"467",7,21,49,1979,3,0,0,22,1979-03-01,NA,NA,NA,NA,NA,"spring"
"468",8,21,49,1979,3,1,1,22,1979-03-01,NA,NA,NA,NA,NA,"spring"
"469",9,21,49,1979,3,2,1,22,1979-03-01,NA,NA,NA,NA,NA,"spring"
"470",10,21,49,1979,3,0,0,22,1979-03-01,NA,NA,NA,NA,NA,"spring"
"471",11,21,49,1979,3,1,1,22,1979-03-01,NA,NA,NA,NA,NA,"spring"
"472",12,21,49,1979,3,1,1,22,1979-03-01,NA,NA,NA,NA,NA,"spring"
"473",13,21,49,1979,3,1,1,22,1979-03-01,NA,NA,NA,NA,NA,"spring"
"474",14,21,49,1979,3,0,0,22,1979-03-01,NA,NA,NA,NA,NA,"spring"
"475",15,21,49,1979,3,0,0,22,1979-03-01,NA,NA,NA,NA,NA,"spring"
"476",16,21,49,1979,3,0,0,22,1979-03-01,NA,NA,NA,NA,NA,"spring"
"477",17,21,49,1979,3,1,1,22,1979-03-01,NA,NA,NA,NA,NA,"spring"
"478",18,21,49,1979,3,0,0,22,1979-03-01,NA,NA,NA,NA,NA,"spring"
"479",19,21,49,1979,3,0,0,22,1979-03-01,NA,NA,NA,NA,NA,"spring"
"480",20,21,49,1979,3,0,0,22,1979-03-01,NA,NA,NA,NA,NA,"spring"
"481",21,21,49,1979,3,0,0,22,1979-03-01,NA,NA,NA,NA,NA,"spring"
"482",22,21,49,1979,3,1,1,22,1979-03-01,NA,NA,NA,NA,NA,"spring"
"483",23,21,49,1979,3,0,0,22,1979-03-01,NA,NA,NA,NA,NA,"spring"
"484",1,22,49,1979,4,1,1,23,1979-04-01,NA,NA,NA,NA,NA,"spring"
"485",2,22,49,1979,4,1,1,23,1979-04-01,NA,NA,NA,NA,NA,"spring"
"486",3,22,49,1979,4,0,0,23,1979-04-01,NA,NA,NA,NA,NA,"spring"
"487",4,22,49,1979,4,1,1,23,1979-04-01,NA,NA,NA,NA,NA,"spring"
"488",5,22,49,1979,4,0,0,23,1979-04-01,NA,NA,NA,NA,NA,"spring"
"489",6,22,49,1979,4,0,0,23,1979-04-01,NA,NA,NA,NA,NA,"spring"
"490",7,22,49,1979,4,0,0,23,1979-04-01,NA,NA,NA,NA,NA,"spring"
"491",8,22,49,1979,4,0,0,23,1979-04-01,NA,NA,NA,NA,NA,"spring"
"492",9,22,49,1979,4,0,0,23,1979-04-01,NA,NA,NA,NA,NA,"spring"
"493",10,22,49,1979,4,0,0,23,1979-04-01,NA,NA,NA,NA,NA,"spring"
"494",11,22,49,1979,4,2,1,23,1979-04-01,NA,NA,NA,NA,NA,"spring"
"495",12,22,49,1979,4,1,1,23,1979-04-01,NA,NA,NA,NA,NA,"spring"
"496",13,22,49,1979,4,0,0,23,1979-04-01,NA,NA,NA,NA,NA,"spring"
"497",14,22,49,1979,4,2,1,23,1979-04-01,NA,NA,NA,NA,NA,"spring"
"498",15,22,49,1979,4,0,0,23,1979-04-01,NA,NA,NA,NA,NA,"spring"
"499",16,22,49,1979,4,0,0,23,1979-04-01,NA,NA,NA,NA,NA,"spring"
"500",17,22,49,1979,4,0,0,23,1979-04-01,NA,NA,NA,NA,NA,"spring"
"501",18,22,49,1979,4,0,0,23,1979-04-01,NA,NA,NA,NA,NA,"spring"
"502",19,22,49,1979,4,0,0,23,1979-04-01,NA,NA,NA,NA,NA,"spring"
"503",20,22,49,1979,4,0,0,23,1979-04-01,NA,NA,NA,NA,NA,"spring"
"504",21,22,49,1979,4,0,0,23,1979-04-01,NA,NA,NA,NA,NA,"spring"
"505",22,22,49,1979,4,0,0,23,1979-04-01,NA,NA,NA,NA,NA,"spring"
"506",23,22,49,1979,4,0,0,23,1979-04-01,NA,NA,NA,NA,NA,"spring"
"507",1,23,49,1979,5,2,1,24,1979-05-01,NA,NA,NA,NA,NA,"spring"
"508",2,23,49,1979,5,3,1,24,1979-05-01,NA,NA,NA,NA,NA,"spring"
"509",3,23,49,1979,5,0,0,24,1979-05-01,NA,NA,NA,NA,NA,"spring"
"510",4,23,49,1979,5,1,1,24,1979-05-01,NA,NA,NA,NA,NA,"spring"
"511",5,23,49,1979,5,2,1,24,1979-05-01,NA,NA,NA,NA,NA,"spring"
"512",6,23,49,1979,5,0,0,24,1979-05-01,NA,NA,NA,NA,NA,"spring"
"513",7,23,49,1979,5,0,0,24,1979-05-01,NA,NA,NA,NA,NA,"spring"
"514",8,23,49,1979,5,1,1,24,1979-05-01,NA,NA,NA,NA,NA,"spring"
"515",9,23,49,1979,5,1,1,24,1979-05-01,NA,NA,NA,NA,NA,"spring"
"516",10,23,49,1979,5,0,0,24,1979-05-01,NA,NA,NA,NA,NA,"spring"
"517",11,23,49,1979,5,1,1,24,1979-05-01,NA,NA,NA,NA,NA,"spring"
"518",12,23,49,1979,5,1,1,24,1979-05-01,NA,NA,NA,NA,NA,"spring"
"519",13,23,49,1979,5,1,1,24,1979-05-01,NA,NA,NA,NA,NA,"spring"
"520",14,23,49,1979,5,3,1,24,1979-05-01,NA,NA,NA,NA,NA,"spring"
"521",15,23,49,1979,5,0,0,24,1979-05-01,NA,NA,NA,NA,NA,"spring"
"522",16,23,49,1979,5,0,0,24,1979-05-01,NA,NA,NA,NA,NA,"spring"
"523",17,23,49,1979,5,1,1,24,1979-05-01,NA,NA,NA,NA,NA,"spring"
"524",18,23,49,1979,5,0,0,24,1979-05-01,NA,NA,NA,NA,NA,"spring"
"525",19,23,49,1979,5,0,0,24,1979-05-01,NA,NA,NA,NA,NA,"spring"
"526",20,23,49,1979,5,0,0,24,1979-05-01,NA,NA,NA,NA,NA,"spring"
"527",21,23,49,1979,5,0,0,24,1979-05-01,NA,NA,NA,NA,NA,"spring"
"528",22,23,49,1979,5,1,1,24,1979-05-01,NA,NA,NA,NA,NA,"spring"
"529",23,23,49,1979,5,0,0,24,1979-05-01,NA,NA,NA,NA,NA,"spring"
"530",1,24,49,1979,7,0,0,25,1979-07-01,NA,NA,NA,NA,NA,"summer"
"531",2,24,49,1979,7,0,0,25,1979-07-01,NA,NA,NA,NA,NA,"summer"
"532",3,24,49,1979,7,0,0,25,1979-07-01,NA,NA,NA,NA,NA,"summer"
"533",4,24,49,1979,7,0,0,25,1979-07-01,NA,NA,NA,NA,NA,"summer"
"534",5,24,49,1979,7,2,1,25,1979-07-01,NA,NA,NA,NA,NA,"summer"
"535",6,24,49,1979,7,0,0,25,1979-07-01,NA,NA,NA,NA,NA,"summer"
"536",7,24,49,1979,7,0,0,25,1979-07-01,NA,NA,NA,NA,NA,"summer"
"537",8,24,49,1979,7,0,0,25,1979-07-01,NA,NA,NA,NA,NA,"summer"
"538",9,24,49,1979,7,1,1,25,1979-07-01,NA,NA,NA,NA,NA,"summer"
"539",10,24,49,1979,7,0,0,25,1979-07-01,NA,NA,NA,NA,NA,"summer"
"540",11,24,49,1979,7,1,1,25,1979-07-01,NA,NA,NA,NA,NA,"summer"
"541",12,24,49,1979,7,1,1,25,1979-07-01,NA,NA,NA,NA,NA,"summer"
"542",13,24,49,1979,7,1,1,25,1979-07-01,NA,NA,NA,NA,NA,"summer"
"543",14,24,49,1979,7,3,1,25,1979-07-01,NA,NA,NA,NA,NA,"summer"
"544",15,24,49,1979,7,0,0,25,1979-07-01,NA,NA,NA,NA,NA,"summer"
"545",16,24,49,1979,7,0,0,25,1979-07-01,NA,NA,NA,NA,NA,"summer"
"546",17,24,49,1979,7,2,1,25,1979-07-01,NA,NA,NA,NA,NA,"summer"
"547",18,24,49,1979,7,0,0,25,1979-07-01,NA,NA,NA,NA,NA,"summer"
"548",19,24,49,1979,7,0,0,25,1979-07-01,NA,NA,NA,NA,NA,"summer"
"549",20,24,49,1979,7,0,0,25,1979-07-01,NA,NA,NA,NA,NA,"summer"
"550",21,24,49,1979,7,0,0,25,1979-07-01,NA,NA,NA,NA,NA,"summer"
"551",22,24,49,1979,7,0,0,25,1979-07-01,NA,NA,NA,NA,NA,"summer"
"552",23,24,49,1979,7,0,0,25,1979-07-01,NA,NA,NA,NA,NA,"summer"
"553",1,25,49,1979,7,0,0,26,1979-07-01,NA,NA,NA,NA,NA,"summer"
"554",2,25,49,1979,7,0,0,26,1979-07-01,NA,NA,NA,NA,NA,"summer"
"555",3,25,49,1979,7,0,0,26,1979-07-01,NA,NA,NA,NA,NA,"summer"
"556",4,25,49,1979,7,2,1,26,1979-07-01,NA,NA,NA,NA,NA,"summer"
"557",5,25,49,1979,7,1,1,26,1979-07-01,NA,NA,NA,NA,NA,"summer"
"558",6,25,49,1979,7,0,0,26,1979-07-01,NA,NA,NA,NA,NA,"summer"
"559",7,25,49,1979,7,0,0,26,1979-07-01,NA,NA,NA,NA,NA,"summer"
"560",8,25,49,1979,7,0,0,26,1979-07-01,NA,NA,NA,NA,NA,"summer"
"561",9,25,49,1979,7,1,1,26,1979-07-01,NA,NA,NA,NA,NA,"summer"
"562",10,25,49,1979,7,0,0,26,1979-07-01,NA,NA,NA,NA,NA,"summer"
"563",11,25,49,1979,7,1,1,26,1979-07-01,NA,NA,NA,NA,NA,"summer"
"564",12,25,49,1979,7,1,1,26,1979-07-01,NA,NA,NA,NA,NA,"summer"
"565",13,25,49,1979,7,1,1,26,1979-07-01,NA,NA,NA,NA,NA,"summer"
"566",14,25,49,1979,7,1,1,26,1979-07-01,NA,NA,NA,NA,NA,"summer"
"567",15,25,49,1979,7,0,0,26,1979-07-01,NA,NA,NA,NA,NA,"summer"
"568",16,25,49,1979,7,0,0,26,1979-07-01,NA,NA,NA,NA,NA,"summer"
"569",17,25,49,1979,7,0,0,26,1979-07-01,NA,NA,NA,NA,NA,"summer"
"570",18,25,49,1979,7,0,0,26,1979-07-01,NA,NA,NA,NA,NA,"summer"
"571",19,25,49,1979,7,0,0,26,1979-07-01,NA,NA,NA,NA,NA,"summer"
"572",20,25,49,1979,7,0,0,26,1979-07-01,NA,NA,NA,NA,NA,"summer"
"573",21,25,49,1979,7,0,0,26,1979-07-01,NA,NA,NA,NA,NA,"summer"
"574",22,25,49,1979,7,1,1,26,1979-07-01,NA,NA,NA,NA,NA,"summer"
"575",23,25,49,1979,7,0,0,26,1979-07-01,NA,NA,NA,NA,NA,"summer"
"576",1,26,49,1979,8,1,1,27,1979-08-01,NA,NA,NA,NA,NA,"summer"
"577",2,26,49,1979,8,1,1,27,1979-08-01,NA,NA,NA,NA,NA,"summer"
"578",3,26,49,1979,8,0,0,27,1979-08-01,NA,NA,NA,NA,NA,"summer"
"579",4,26,49,1979,8,0,0,27,1979-08-01,NA,NA,NA,NA,NA,"summer"
"580",5,26,49,1979,8,0,0,27,1979-08-01,NA,NA,NA,NA,NA,"summer"
"581",6,26,49,1979,8,0,0,27,1979-08-01,NA,NA,NA,NA,NA,"summer"
"582",7,26,49,1979,8,0,0,27,1979-08-01,NA,NA,NA,NA,NA,"summer"
"583",8,26,49,1979,8,0,0,27,1979-08-01,NA,NA,NA,NA,NA,"summer"
"584",9,26,49,1979,8,1,1,27,1979-08-01,NA,NA,NA,NA,NA,"summer"
"585",11,26,49,1979,8,2,1,27,1979-08-01,NA,NA,NA,NA,NA,"summer"
"586",12,26,49,1979,8,1,1,27,1979-08-01,NA,NA,NA,NA,NA,"summer"
"587",13,26,49,1979,8,0,0,27,1979-08-01,NA,NA,NA,NA,NA,"summer"
"588",14,26,49,1979,8,2,1,27,1979-08-01,NA,NA,NA,NA,NA,"summer"
"589",15,26,49,1979,8,0,0,27,1979-08-01,NA,NA,NA,NA,NA,"summer"
"590",16,26,49,1979,8,0,0,27,1979-08-01,NA,NA,NA,NA,NA,"summer"
"591",17,26,49,1979,8,1,1,27,1979-08-01,NA,NA,NA,NA,NA,"summer"
